ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;ESTU_EXTERIOR;PERIODO;ESTU_CONSECUTIVO;ESTU_ESTUDIANTE;ESTU_PAIS_RESIDE;ESTU_DEPTO_RESIDE;ESTU_COD_RESIDE_DEPTO;ESTU_MCPIO_RESIDE;ESTU_COD_RESIDE_MCPIO;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;ESTU_CURSODOCENTESIES;ESTU_CURSOIESAPOYOEXTERNO;ESTU_CURSOIESEXTERNA;ESTU_SIMULACROTIPOICFES;ESTU_ACTIVIDADREFUERZOAREAS;ESTU_ACTIVIDADREFUERZOGENERIC;ESTU_TIPODOCUMENTOSB11;ESTU_SEMESTRECURSA;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENESERVICIOTV;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_CUANTOSCOMPARTEBAÑO;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;INST_COD_INSTITUCION;INST_NOMBRE_INSTITUCION;ESTU_PRGM_ACADEMICO;ESTU_SNIES_PRGMACADEMICO;ESTU_PRGM_CODMUNICIPIO;ESTU_PRGM_MUNICIPIO;ESTU_PRGM_DEPARTAMENTO;ESTU_NIVEL_PRGM_ACADEMICO;ESTU_METODO_PRGM;ESTU_NUCLEO_PREGRADO;ESTU_INST_CODMUNICIPIO;ESTU_INST_MUNICIPIO;ESTU_INST_DEPARTAMENTO;INST_CARACTER_ACADEMICO;INST_ORIGEN;ESTU_PRIVADO_LIBERTAD;ESTU_COD_MCPIO_PRESENTACION;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;MOD_RAZONA_CUANTITAT_PUNT;MOD_RAZONA_CUANTITAT_DESEM;MOD_RAZONA_CUANTITATIVO_PNAL;MOD_RAZONA_CUANTITATIVO_PNBC;MOD_LECTURA_CRITICA_PUNT;MOD_LECTURA_CRITICA_DESEM;MOD_LECTURA_CRITICA_PNAL;MOD_LECTURA_CRITICA_PNBC;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMPETEN_CIUDADA_DESEM;MOD_COMPETEN_CIUDADA_PNAL;MOD_COMPETEN_CIUDADA_PNBC;MOD_INGLES_PUNT;MOD_INGLES_DESEM;MOD_INGLES_PNAL;MOD_INGLES_PNBC;MOD_COMUNI_ESCRITA_PUNT;MOD_COMUNI_ESCRITA_DESEM;MOD_COMUNI_ESCRITA_PNAL;MOD_COMUNI_ESCRITA_PNBC;PUNT_GLOBAL;PERCENTIL_NBC;PERCENTIL_GLOBAL;ESTU_INSE_INDIVIDUAL;ESTU_NSE_INDIVIDUAL;ESTU_NSE_IES;ESTU_ESTADOINVESTIGACION;CLUSTERS 2;CLUSTERS 3;CLUSTERS 4
CE;VENEZUELA;M;1/9/1995;NO;20195;EK201950090619;ESTUDIANTE;VENEZUELA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;Repasó por cuenta propia;;;;;;;;10;Postgrado;Postgrado;Estrato 5;Si;Si;Si;Si;No;No;No;No;2;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;0;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;211;4;98;97;229;4;100;100;219;4;100;99;300;B2;100;100;136;2;31;23;219;100;100;69,02781376;4;4;PUBLICAR;Aceptables;0;2
CE;ESTADOS UNIDOS;M;27/4/1993;NO;20195;EK201950138612;ESTUDIANTE;ESTADOS UNIDOS;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;No realizó ninguna prueba de preparación;;;;;;;CC;11;Educación profesional incompleta;Educación profesional completa;Estrato 4;Si;Si;Si;Si;Si;No;No;Si;1;Trabaja en el hogar, no trabaja o estudia;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Más de 30 horas;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;MEDICINA;1779;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - FUNDACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;135;2;37;17;160;3;64;37;169;3;78;57;221;B2;99;97;192;4;94;89;175;67;88;70,35049002;4;4;PUBLICAR;Aceptables;2;3
CE;CHILE;M;30/5/1995;NO;20195;EK201950183126;ESTUDIANTE;CHILE;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;No realizó ninguna prueba de preparación;;;;;;;CE;12 o más;Educación profesional completa;No sabe;;Si;Si;Si;Si;Si;Si;No;Si;2;Pensionado;Pensionado;0;2707;FUNDACION UNIVERSITARIA JUAN N. CORPAS-BOGOTÁ D.C.;MEDICINA;1807;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;INSTITUCIÓN UNIVERSITARIA;NO OFICIAL - FUNDACIÓN;N;25307;GIRARDOT;CUNDINAMARCA;25;153;2;59;33;172;3;76;51;150;2;58;34;201;B2;93;80;152;3;64;52;166;51;79;77,43571254;4;4;PUBLICAR;Aceptables;2;1
CC;COLOMBIA;M;6/4/1996;NO;20195;EK201950090618;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;No realizó ninguna prueba de preparación;;;;;;;TI;11;Postgrado;Postgrado;Estrato 4;Si;Si;Si;Si;Si;Si;No;Si;1;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Más de 30 horas;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;181;3;86;70;195;3;93;80;218;4;100;99;223;B2;100;97;180;3;88;79;199;95;99;87,79545607;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;M;8/10/1994;NO;20195;EK201950090643;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;No realizó ninguna prueba de preparación;;;;;;;CC;11;Educación profesional incompleta;Educación profesional completa;Estrato 5;Si;Si;Si;Si;Si;Si;No;Si;2;Es vendedor o trabaja en atención al público;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Más de 30 horas;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;185;3;89;75;179;3;83;61;184;3;89;76;205;B2;95;84;195;4;96;92;190;86;96;77,26403006;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;M;8/1/1995;NO;20195;EK201950104388;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;No;Si;No;Repasó por cuenta propia;;;;;;;CC;12 o más;Postgrado;Postgrado;Estrato 6;Si;Si;Si;Si;Si;Si;No;Si;2;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);0;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;186;3;89;76;179;3;82;61;196;3;95;89;204;B2;94;83;176;3;84;75;188;85;96;85,70056279;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;7/4/1995;NO;20195;EK201950090579;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Repasó por cuenta propia;;;;;;;CC;12 o más;Educación profesional completa;Educación profesional completa;Estrato 5;Si;Si;Si;Si;Si;Si;No;Si;1;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;0;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;177;3;83;65;227;4;100;100;197;3;96;90;214;B2;98;92;187;4;92;85;200;95;99;80,81733409;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;M;18/4/1990;NO;20195;EK201950104470;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;No realizó ninguna prueba de preparación;;;;;;;CC;12 o más;Educación profesional completa;Educación profesional completa;Estrato 4;Si;Si;Si;Si;Si;Si;No;No;2;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Entre 21 y 30 horas;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;173;3;80;59;164;3;67;41;175;3;83;64;208;B2;96;87;159;3;67;55;176;67;89;77,2862186;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;10/8/1995;NO;20195;EK201950090603;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;No;Si;No;No realizó ninguna prueba de preparación;;;;;;;TI;11;Educación profesional incompleta;Educación profesional incompleta;Estrato 4;Si;Si;Si;Si;Si;No;No;Si;3 o 4;Trabaja en el hogar, no trabaja o estudia;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 11 y 20 horas;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;204;4;97;94;133;2;33;14;195;3;95;88;203;B2;94;82;174;3;83;72;182;76;93;63,66509408;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;23/8/1995;NO;20195;EK201950090506;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;No;Si;No;No realizó ninguna prueba de preparación;;;;;;;TI;11;Técnica o tecnológica completa;Educación profesional completa;Estrato 2;Si;Si;Si;Si;Si;Si;No;Si;3 o 4;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);0;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;169;3;76;54;156;2;59;33;148;2;56;33;197;B1;91;75;168;3;75;63;168;54;81;70,57838704;4;4;PUBLICAR;Oportunidad de Mejora;1;1
CC;COLOMBIA;M;9/12/1994;NO;20195;EK201950105487;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;No realizó ninguna prueba de preparación;;;;;;;CC;11;Postgrado;Postgrado;Estrato 5;Si;Si;Si;Si;Si;Si;Si;Si;1;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);0;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;300;4;100;100;226;4;100;99;233;4;100;100;300;B2;100;100;212;4;99;98;254;100;100;89,07923665;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;20/2/1995;NO;20195;EK201950090590;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;Repasó por cuenta propia;;;;;;;CC;11;Postgrado;Postgrado;Estrato 6;Si;Si;Si;Si;Si;Si;No;Si;NINGUNA;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);0;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;217;4;99;98;212;4;99;94;180;3;87;71;223;B2;100;97;187;4;91;85;204;97;100;90,10993533;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;9/5/1997;NO;20195;EK201950090653;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;Repasó por cuenta propia;;;;;;;TI;10;Educación profesional completa;Educación profesional completa;Estrato 5;Si;Si;Si;Si;No;No;No;No;1;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Menos de 10 horas;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;210;4;98;97;225;4;100;99;182;3;88;73;229;B2;100;100;185;4;90;83;206;98;100;71,98790535;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;19/12/1994;NO;20195;EK201950103062;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;No realizó ninguna prueba de preparación;;;;;;;CC;10;Postgrado;Educación profesional completa;Estrato 6;Si;Si;Si;Si;Si;Si;No;No;NINGUNA;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);0;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;191;3;92;82;213;4;99;95;215;4;100;98;221;B2;99;97;201;4;98;95;208;99;100;81,43000573;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;M;27/11/1990;NO;20195;EK201950090640;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;No realizó ninguna prueba de preparación;;;;;;;TI;12 o más;;;;;;;;;;;;;;;;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;185;3;89;75;184;3;87;67;172;3;81;60;223;B2;100;97;184;4;90;82;190;86;96;;;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;M;12/10/1994;NO;20195;EK201950090642;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;No;No;No;No realizó ninguna prueba de preparación;;;;;;;TI;11;Educación profesional completa;Educación profesional completa;Estrato 5;Si;Si;Si;Si;Si;No;No;No;NINGUNA;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Menos de 10 horas;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;73001;IBAGUÉ;TOLIMA;73;204;4;97;94;203;4;96;88;187;3;91;79;217;B2;99;94;300;4;100;100;222;100;100;64,77667094;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;12/1/1997;NO;20195;EK201950090511;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;Si;Si;No;Repasó por cuenta propia;;;;;;;TI;11;Postgrado;Postgrado;Estrato 4;Si;Si;Si;Si;Si;Si;No;No;NINGUNA;Trabaja en el hogar, no trabaja o estudia;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);0;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;206;4;97;95;206;4;97;90;181;3;88;72;210;B2;97;89;202;4;98;96;201;96;99;73,01462199;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;M;31/1/1980;NO;20195;EK201950104068;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;No;Si;No;No realizó ninguna prueba de preparación;;;;;;;TI;12 o más;Postgrado;Educación profesional incompleta;Estrato 3;Si;Si;Si;Si;Si;No;No;Si;2;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;224;4;100;100;211;4;98;93;202;4;97;93;221;B2;99;96;115;1;12;8;195;91;98;69,70521339;4;4;PUBLICAR;Aceptables;0;2
CC;COLOMBIA;F;21/9/1996;NO;20195;EK201950090656;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;Repasó por cuenta propia;;;;;;;TI;10;Educación profesional completa;Educación profesional completa;Estrato 5;Si;Si;Si;Si;Si;Si;No;Si;NINGUNA;Es agricultor, pesquero o jornalero;Trabaja por cuenta propia (por ejemplo plomero, electricista);0;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;189;3;91;80;201;4;96;87;196;3;95;89;215;B2;98;93;174;3;82;72;195;92;98;72,32370409;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;M;15/4/1995;NO;20195;EK201950090634;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;No realizó ninguna prueba de preparación;;;;;;;TI;11;Educación profesional completa;Educación profesional completa;Estrato 4;Si;Si;Si;Si;Si;Si;Si;Si;2;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Más de 30 horas;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;73001;IBAGUÉ;TOLIMA;73;175;3;81;62;187;3;89;71;197;3;96;90;209;B2;97;88;187;4;91;84;191;88;97;77,0231969;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;30/7/1993;NO;20195;EK201950090526;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;Repasó por cuenta propia;;;;;;;TI;10;Postgrado;Postgrado;Estrato 4;Si;Si;Si;Si;Si;No;No;No;2;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Menos de 10 horas;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;171;3;78;57;151;2;53;28;150;2;59;35;192;B1;89;69;174;3;83;73;168;54;81;74,67076332;4;4;PUBLICAR;Oportunidad de Mejora;1;1
CC;COLOMBIA;M;12/8/1993;NO;20195;EK201950103840;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;No;No realizó ninguna prueba de preparación;;;;;;;CC;12 o más;Educación profesional completa;Educación profesional completa;Estrato 6;Si;Si;Si;Si;Si;No;No;Si;NINGUNA;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Más de 30 horas;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;169;3;76;54;160;3;64;37;147;2;55;32;190;B1;87;65;159;3;67;55;165;50;79;80,52396074;4;4;PUBLICAR;Oportunidad de Mejora;1;1
CC;COLOMBIA;M;14/2/1995;NO;20195;EK201950090613;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;No;Si;No;No realizó ninguna prueba de preparación;;;;;;;CC;11;Postgrado;Educación profesional completa;Estrato 6;Si;Si;Si;Si;Si;Si;No;Si;1;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;0;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;5001;MEDELLÍN;ANTIOQUIA;5;217;4;99;98;207;4;97;91;191;3;93;84;213;B2;98;92;188;4;92;85;203;97;100;81,006586;4;4;PUBLICAR;Aceptables;2;3
CC;COLOMBIA;F;22/4/1995;NO;20195;EK201950090561;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;No;Si;Si;Si;No realizó ninguna prueba de preparación;;;;;;;TI;11;Secundaria (Bachillerato) incompleta;Ninguno;Estrato 2;Si;Si;Si;Si;Si;Si;No;No;1;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Menos de 10 horas;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;172;3;79;58;154;2;57;31;183;3;89;75;168;A2;72;42;137;2;34;26;163;47;76;56,87877664;3;4;PUBLICAR;Oportunidad de Mejora;1;0
CC;COLOMBIA;M;13/9/1993;NO;20195;EK201950105053;ESTUDIANTE;COLOMBIA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Más de 7 millones;Si;No;No;No;Repasó por cuenta propia;;;;;;;CC;11;Postgrado;Educación profesional completa;Estrato 5;Si;Si;Si;Si;Si;Si;Si;Si;NINGUNA;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Más de 30 horas;1813;UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.;MEDICINA;20044;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSITARIO;PRESENCIAL;MEDICINA;11001;BOGOTÁ D.C.;BOGOTÁ;UNIVERSIDAD;NO OFICIAL - CORPORACIÓN;N;73001;IBAGUÉ;TOLIMA;73;157;3;64;38;155;2;58;32;157;3;66;42;219;B2;99;95;201;4;98;95;178;70;90;75,06362024;4;4;PUBLICAR;Aceptables;2;3
